customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST15104,Female,No,Yes,Yes,30.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.97,599.1,1
CUST15105,Female,No,Yes,Yes,46.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,104.35,4800.1,1
CUST15106,Male,No,No,Yes,10.0,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,39.33,393.3,0
CUST15107,Female,No,Yes,Yes,5.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,27.96,139.8,0
CUST15108,Female,No,No,No,20.0,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer,43.73,0.0,1
CUST15109,Female,No,Yes,No,53.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.7,1839.1,1
CUST15110,Female,No,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,24.1,72.3,0
CUST15111,Male,No,No,No,17.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,39.37,669.29,1
CUST15112,Female,No,No,No,7.0,Yes,Yes,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card,24.69,172.83,1
CUST15113,Male,No,Yes,No,33.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,49.07,1619.31,1
CUST15114,Male,No,Yes,No,34.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Mailed check,96.58,3283.72,0
CUST15115,Female,No,No,No,12.0,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Bank transfer,30.59,367.08,1
CUST15116,Female,No,No,Yes,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer,745.01,12665.17,0
CUST15117,Female,Yes,Yes,Yes,49.0,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,No,No,One year,Yes,Credit card,90.57,4437.93,0
CUST15118,Female,No,Yes,No,34.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,Yes,Credit card,34.29,1165.86,0
CUST15119,Male,No,No,No,32.0,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Two year,Yes,Credit card,38.46,1230.72,0
CUST15120,Male,No,No,Yes,20.0,No,No phone service,DSL,Yes,No,No,No,No,No internet service,One year,No,Mailed check,22.74,454.8,0
CUST15121,Male,Yes,No,Yes,32.0,Yes,No,Fiber optic,No internet service,No internet service,No,No,No,No,Month-to-month,No,Electronic check,47.16,1509.12,1
CUST15122,Male,No,No,No,20.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,36.34,726.8,1
CUST15123,Male,No,No,No,16.0,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Credit card,32.98,527.68,1
CUST15124,Male,Yes,Yes,No,39.0,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,104.37,4070.43,1
CUST15125,Male,No,Yes,No,8.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,99.1,792.8,1
CUST15126,Female,No,Yes,No,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,27.71,387.94,1
CUST15127,Female,No,No,No,21.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,23.11,485.31,1
CUST15128,Female,No,No,No,20.0,Yes,Yes,DSL,No,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,45.69,0.0,0
CUST15129,Female,No,No,Yes,43.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card,46.4,1995.2,1
CUST15130,Female,No,No,No,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,77.02,2541.66,1
CUST15131,Female,No,No,Yes,46.0,Yes,No,Fiber optic,No,Yes,No internet service,No,No,No,Two year,Yes,Electronic check,47.9,2203.4,0
CUST15132,Female,No,Yes,Yes,48.0,Yes,No,Fiber optic,No,No,No,Yes,No internet service,Yes,One year,Yes,Bank transfer,79.95,3837.6,0
CUST15133,Male,No,Yes,Yes,32.0,Yes,Yes,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,41.78,1336.96,0
CUST15134,Male,No,No,No,6.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,36.58,219.48,0
CUST15135,Male,Yes,No,No,23.0,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,21.62,497.26,0
CUST15136,Female,Yes,No,Yes,44.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,40.51,1782.44,1
CUST15137,Female,No,No,No,46.0,Yes,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card,21.77,1001.42,1
CUST15138,Male,No,Yes,No,29.0,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,68.89,1997.81,1
CUST15139,Female,No,No,No,8.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,113.52,908.16,0
CUST15140,Male,No,No,No,2.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,22.25,44.5,1
CUST15141,Female,No,Yes,Yes,4.0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,36.24,144.96,1
CUST15142,Female,No,No,No,15.0,Yes,No phone service,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,Yes,Bank transfer,40.18,602.7,1
CUST15143,Male,Yes,No,Yes,16.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,72.17,1154.72,1
CUST15144,Female,Yes,Yes,Yes,27.0,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Bank transfer,40.43,1091.61,0
CUST15145,Male,No,No,Yes,33.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,30.7,1013.1,0
CUST15146,Female,No,Yes,No,20.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,39.36,787.2,1
CUST15147,Male,No,Yes,No,12.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card,75.22,902.64,1
CUST15148,Female,No,No,No,19.0,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,25.8,490.2,0
CUST15149,Male,No,No,No,14.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.47,468.58,0
CUST15150,Female,No,Yes,No,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,71.87,934.31,1
CUST15151,Female,No,No,No,8.0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,31.81,254.48,0
CUST15152,Female,No,No,Yes,32.0,Yes,No,DSL,No,No,No,No internet service,No,No,One year,Yes,Electronic check,40.13,1284.16,1
CUST15153,Female,No,Yes,Yes,33.0,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Mailed check,46.15,1522.95,0
CUST15154,Male,Yes,No,No,70.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,28.72,2010.4,1
CUST15155,Male,Yes,No,No,20.0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer,98.24,1964.8,0
CUST15156,Female,Yes,Yes,Yes,49.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,33.5,1641.5,0
CUST15157,Male,Yes,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,103.98,1143.78,1
CUST15158,Male,No,No,No,37.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card,64.74,2395.38,0
CUST15159,Female,No,Yes,No,24.0,Yes,No,DSL,No internet service,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,19.04,456.96,1
CUST15160,Female,No,No,No,23.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card,83.1,1911.3,1
CUST15161,Female,No,Yes,No,7.0,No,No phone service,DSL,No,No,No,No internet service,No internet service,Yes,One year,Yes,Credit card,73.98,517.86,0
CUST15162,Male,Yes,No,No,72.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,72.04,5186.88,0
CUST15163,Female,Yes,No,Yes,15.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer,77.79,1166.85,0
CUST15164,Male,Yes,No,No,14.0,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,No,Electronic check,32.23,451.22,1
CUST15165,Female,No,No,No,40.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,93.63,3745.2,1
CUST15166,Female,No,No,No,21.0,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No internet service,One year,No,Electronic check,26.36,553.56,1
CUST15167,Female,Yes,No,No,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,31.41,157.05,1
CUST15168,Female,Yes,No,Yes,32.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.65,948.8,1
CUST15169,Female,No,No,Yes,20.0,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,107.54,0.0,1
CUST15170,Male,Yes,Yes,No,36.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,30.11,1083.96,1
CUST15171,Female,No,Yes,Yes,32.0,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card,47.78,1528.96,0
CUST15172,Female,Yes,Yes,Yes,55.0,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,One year,Yes,Credit card,18.64,1025.2,0
CUST15173,Female,No,No,Yes,31.0,Yes,Yes,DSL,No internet service,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,41.95,1300.45,0
CUST15174,Female,No,Yes,Yes,9.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,111.25,1001.25,1
CUST15175,Male,Yes,Yes,No,20.0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,101.46,2029.2,0
CUST15176,Female,Yes,Yes,No,29.0,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,No,Credit card,59.1,1713.9,1
CUST15177,Female,Yes,No,Yes,9.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,99.17,892.53,0
CUST15178,Female,Yes,No,No,44.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,82.33,3622.52,0
CUST15179,Male,No,No,Yes,43.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.02,946.86,1
CUST15180,Female,No,No,No,13.0,Yes,No,DSL,Yes,No,No internet service,No,No,No,Two year,No,Electronic check,86.93,1130.09,0
CUST15181,Male,No,No,No,62.0,No,No phone service,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,44.03,2729.86,1
CUST15182,Male,No,No,Yes,6.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card,41.41,248.46,1
CUST15183,Female,Yes,Yes,No,32.0,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,40.28,1288.96,1
CUST15184,Female,No,No,No,21.0,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Month-to-month,No,Bank transfer,32.91,691.11,1
CUST15185,Female,No,Yes,No,19.0,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,28.03,532.57,1
CUST15186,Female,Yes,Yes,No,3.0,Yes,No,DSL,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,78.77,236.31,0
CUST15187,Female,No,No,No,21.0,Yes,Yes,Fiber optic,No internet service,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,96.62,2029.02,0
CUST15188,Male,Yes,Yes,Yes,44.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,87.98,3871.12,0
CUST15189,Male,Yes,No,No,8.0,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,36.35,290.8,1
CUST15190,Male,No,Yes,Yes,15.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,23.2,348.0,1
CUST15191,Male,No,No,No,11.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.71,293.81,1
CUST15192,Female,No,No,No,15.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,64.36,965.4,0
CUST15193,Female,Yes,Yes,No,47.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,60.41,2839.27,1
CUST15194,Male,Yes,No,No,20.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,36.87,737.4,0
CUST15195,Female,No,Yes,Yes,23.0,Yes,No,DSL,No,No internet service,Yes,No,No,Yes,Month-to-month,No,Mailed check,109.86,2526.78,1
CUST15196,Female,No,No,No,28.0,Yes,No,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,Yes,Electronic check,27.3,764.4,0
CUST15197,Female,Yes,Yes,No,46.0,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,Yes,One year,No,Bank transfer,49.25,2265.5,0
CUST15198,Female,Yes,Yes,Yes,18.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.42,457.56,1
CUST15199,Female,Yes,No,Yes,33.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,47.1,1554.3,0
CUST15200,Male,Yes,Yes,Yes,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,41.09,534.17,0
CUST15201,Female,No,No,Yes,12.0,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No internet service,One year,Yes,Bank transfer,38.74,464.88,0
CUST15202,Male,No,No,No,8.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.43,395.44,0
CUST15203,Male,No,No,Yes,15.0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,27.97,419.55,1
CUST15204,Male,No,No,Yes,2.0,No,No phone service,DSL,No,No,No internet service,No,No internet service,No,One year,No,Electronic check,38.26,76.52,0
CUST15205,Female,No,No,Yes,24.0,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Two year,No,Electronic check,70.61,1694.64,0
CUST15206,Female,No,Yes,No,12.0,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,1413.84,16966.08,1
CUST15207,Female,No,Yes,Yes,29.0,Yes,Yes,DSL,No internet service,No,Yes,No,No,No,Month-to-month,No,Bank transfer,31.49,913.21,0
CUST15208,Male,No,Yes,No,7.0,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Bank transfer,111.67,781.69,1
CUST15209,Male,Yes,Yes,No,4.0,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,91.96,367.84,0
CUST15210,Male,No,No,No,46.0,Yes,No phone service,DSL,No,No,No,No,No,No,One year,No,Mailed check,38.66,1778.36,0
CUST15211,Male,No,No,No,48.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,29.67,1424.16,1
CUST15212,Female,No,No,No,44.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,116.08,5107.52,0
CUST15213,Male,No,No,Yes,2.0,No,No phone service,Fiber optic,No,No internet service,No,No,No internet service,No,One year,Yes,Credit card,59.35,118.7,0
CUST15214,Male,No,Yes,No,14.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card,18.4,257.6,1
CUST15215,Female,No,No,No,36.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer,28.09,1011.24,0
CUST15216,Male,No,No,No,28.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,18.08,506.24,1
CUST15217,Male,No,No,No,8.0,Yes,No phone service,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer,18.45,147.6,0
CUST15218,Male,No,Yes,No,8.0,Yes,Yes,Fiber optic,No internet service,No,No,No internet service,No,No,Two year,Yes,Bank transfer,18.78,150.24,0
CUST15219,Female,No,No,No,30.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,39.18,1175.4,1
CUST15220,Female,No,No,No,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.73,477.49,0
CUST15221,Male,No,Yes,Yes,23.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,34.8,800.4,0
CUST15222,Female,No,Yes,No,37.0,No,No phone service,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,41.19,1524.03,1
CUST15223,Male,No,No,No,41.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,35.94,1473.54,1
CUST15224,Male,Yes,No,No,6.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No internet service,No,Month-to-month,No,Credit card,29.81,178.86,1
CUST15225,Male,No,Yes,Yes,13.0,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,Two year,Yes,Electronic check,18.3,237.9,0
CUST15226,Male,No,No,Yes,24.0,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,72.49,1739.76,1
CUST15227,Male,No,No,No,42.0,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer,889.96,37378.32,0
CUST15228,Male,No,No,No,20.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,37.31,746.2,1
CUST15229,Male,No,No,No,23.0,Yes,Yes,Fiber optic,No,No,No,Yes,No internet service,No internet service,Two year,Yes,Credit card,32.36,744.28,0
CUST15230,Female,Yes,Yes,Yes,30.0,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.2,2076.0,0
CUST15231,Male,No,No,No,18.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,116.14,2090.52,0
CUST15232,Female,Yes,Yes,No,43.0,Yes,Yes,DSL,Yes,Yes,No,No internet service,Yes,No,Month-to-month,No,Credit card,48.77,2097.11,1
CUST15233,Male,Yes,No,Yes,15.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,27.36,410.4,1
CUST15234,Male,Yes,No,No,18.0,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Bank transfer,28.53,513.54,0
CUST15235,Female,No,Yes,Yes,40.0,Yes,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,19.26,770.4,0
CUST15236,Female,No,No,Yes,53.0,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,42.91,2274.23,0
CUST15237,Male,Yes,Yes,Yes,22.0,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Mailed check,41.89,921.58,1
CUST15238,Female,No,Yes,No,1.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Electronic check,42.74,42.74,0
CUST15239,Female,Yes,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,34.4,1238.4,1
CUST15240,Female,No,No,No,8.0,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,One year,Yes,Credit card,84.84,678.72,0
CUST15241,Male,No,No,Yes,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,68.38,752.18,1
CUST15242,Male,No,Yes,No,11.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,44.17,485.87,0
CUST15243,Female,No,No,Yes,45.0,Yes,No,DSL,No internet service,No,No,No,No,No,Two year,Yes,Bank transfer,115.83,5212.35,0
CUST15244,Male,No,Yes,No,4.0,Yes,Yes,Fiber optic,No,Yes,No,No internet service,No,No,Month-to-month,No,Bank transfer,70.81,283.24,1
CUST15245,Female,Yes,No,No,2.0,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Two year,Yes,Mailed check,34.73,69.46,0
CUST15246,Male,No,No,No,17.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,105.79,1798.43,1
CUST15248,Male,No,No,No,27.0,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No internet service,No,Two year,Yes,Electronic check,31.61,853.47,0
CUST15249,Female,No,No,Yes,13.0,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,42.61,553.93,0
CUST15250,Male,No,Yes,No,8.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,29.82,238.56,0
CUST15251,Female,No,Yes,No,14.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.2,310.8,1
CUST15252,Female,No,Yes,No,26.0,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Bank transfer,117.02,3042.52,0
CUST15253,Female,No,No,Yes,20.0,Yes,No,DSL,No internet service,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Bank transfer,23.21,464.2,1
CUST15254,Female,No,No,Yes,20.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,71.54,1430.8000000000002,1
CUST15255,Male,No,No,Yes,20.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,43.7,0.0,0
CUST15256,Female,No,No,No,3.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,24.17,72.51,0
CUST15257,Male,Yes,Yes,No,16.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Credit card,57.71,923.36,0
CUST15258,Male,No,No,Yes,23.0,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,48.97,1126.31,1
CUST15259,Male,No,Yes,Yes,30.0,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Electronic check,19.13,573.9,1
CUST15260,Male,No,No,No,12.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,43.4,520.8,0
CUST15261,Female,No,Yes,No,70.0,No,No phone service,Fiber optic,No,No,No,No internet service,No,No,One year,Yes,Bank transfer,21.92,1534.4,0
CUST15262,Female,No,No,No,12.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,38.88,466.56,0
CUST15263,Male,Yes,No,Yes,3.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.71,143.13,1
CUST15264,Male,No,No,No,4.0,Yes,No,Fiber optic,No,No,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,35.04,140.16,1
CUST15265,Male,No,No,Yes,36.0,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No,No,Month-to-month,No,Bank transfer,80.12,2884.32,1
CUST15266,Male,No,No,Yes,25.0,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,29.21,730.25,1
CUST15267,Female,No,No,Yes,21.0,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,30.75,645.75,1
CUST15268,Male,No,Yes,No,44.0,Yes,No,Fiber optic,No internet service,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,31.53,1387.32,1
CUST15269,Female,Yes,No,No,40.0,Yes,No,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,No,Electronic check,27.7,1108.0,0
CUST15270,Female,No,No,Yes,3.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No internet service,No,One year,No,Mailed check,31.45,94.35,0
CUST15271,Female,Yes,No,Yes,23.0,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No,No,Month-to-month,Yes,Mailed check,104.53,2404.19,1
CUST15272,Female,No,Yes,Yes,45.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,63.36,2851.2,1
CUST15273,Female,No,No,No,13.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,42.12,547.56,0
CUST15274,Male,No,No,Yes,20.0,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,21.8,436.0,0
CUST15275,Female,No,Yes,No,17.0,No,No phone service,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Mailed check,22.65,385.05,0
CUST15276,Male,No,Yes,No,36.0,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,31.64,1139.04,0
CUST15277,Female,No,No,No,33.0,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer,26.83,885.39,0
CUST15278,Male,Yes,No,No,23.0,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No,No,Month-to-month,No,Mailed check,29.88,687.24,1
CUST15279,Female,No,No,No,5.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,94.63,473.15,1
CUST15280,Female,No,Yes,Yes,14.0,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Electronic check,30.11,421.54,1
